Date,Year,Month Number,Month,Month & Year,Mon & Year
27-Dec-92,1992,12,December,December 1992,Dec 1992
28-Dec-92,1992,12,December,December 1992,Dec 1992
29-Dec-92,1992,12,December,December 1992,Dec 1992
30-Dec-92,1992,12,December,December 1992,Dec 1992
31-Dec-92,1992,12,December,December 1992,Dec 1992
1-Jan-93,1993,1,January,January 1993,Jan 1993
2-Jan-93,1993,1,January,January 1993,Jan 1993
3-Jan-93,1993,1,January,January 1993,Jan 1993
4-Jan-93,1993,1,January,January 1993,Jan 1993
5-Jan-93,1993,1,January,January 1993,Jan 1993
6-Jan-93,1993,1,January,January 1993,Jan 1993
7-Jan-93,1993,1,January,January 1993,Jan 1993
8-Jan-93,1993,1,January,January 1993,Jan 1993
9-Jan-93,1993,1,January,January 1993,Jan 1993
10-Jan-93,1993,1,January,January 1993,Jan 1993
11-Jan-93,1993,1,January,January 1993,Jan 1993
12-Jan-93,1993,1,January,January 1993,Jan 1993
13-Jan-93,1993,1,January,January 1993,Jan 1993
14-Jan-93,1993,1,January,January 1993,Jan 1993
15-Jan-93,1993,1,January,January 1993,Jan 1993
16-Jan-93,1993,1,January,January 1993,Jan 1993
17-Jan-93,1993,1,January,January 1993,Jan 1993
18-Jan-93,1993,1,January,January 1993,Jan 1993
19-Jan-93,1993,1,January,January 1993,Jan 1993
20-Jan-93,1993,1,January,January 1993,Jan 1993
21-Jan-93,1993,1,January,January 1993,Jan 1993
22-Jan-93,1993,1,January,January 1993,Jan 1993
23-Jan-93,1993,1,January,January 1993,Jan 1993
24-Jan-93,1993,1,January,January 1993,Jan 1993
25-Jan-93,1993,1,January,January 1993,Jan 1993
26-Jan-93,1993,1,January,January 1993,Jan 1993
27-Jan-93,1993,1,January,January 1993,Jan 1993
28-Jan-93,1993,1,January,January 1993,Jan 1993
29-Jan-93,1993,1,January,January 1993,Jan 1993
30-Jan-93,1993,1,January,January 1993,Jan 1993
31-Jan-93,1993,1,January,January 1993,Jan 1993
1-Feb-93,1993,2,February,February 1993,Feb 1993
2-Feb-93,1993,2,February,February 1993,Feb 1993
3-Feb-93,1993,2,February,February 1993,Feb 1993
4-Feb-93,1993,2,February,February 1993,Feb 1993
5-Feb-93,1993,2,February,February 1993,Feb 1993
6-Feb-93,1993,2,February,February 1993,Feb 1993
7-Feb-93,1993,2,February,February 1993,Feb 1993
8-Feb-93,1993,2,February,February 1993,Feb 1993
9-Feb-93,1993,2,February,February 1993,Feb 1993
10-Feb-93,1993,2,February,February 1993,Feb 1993
11-Feb-93,1993,2,February,February 1993,Feb 1993
12-Feb-93,1993,2,February,February 1993,Feb 1993
13-Feb-93,1993,2,February,February 1993,Feb 1993
14-Feb-93,1993,2,February,February 1993,Feb 1993
15-Feb-93,1993,2,February,February 1993,Feb 1993
16-Feb-93,1993,2,February,February 1993,Feb 1993
17-Feb-93,1993,2,February,February 1993,Feb 1993
18-Feb-93,1993,2,February,February 1993,Feb 1993
19-Feb-93,1993,2,February,February 1993,Feb 1993
20-Feb-93,1993,2,February,February 1993,Feb 1993
21-Feb-93,1993,2,February,February 1993,Feb 1993
22-Feb-93,1993,2,February,February 1993,Feb 1993
23-Feb-93,1993,2,February,February 1993,Feb 1993
24-Feb-93,1993,2,February,February 1993,Feb 1993
25-Feb-93,1993,2,February,February 1993,Feb 1993
26-Feb-93,1993,2,February,February 1993,Feb 1993
27-Feb-93,1993,2,February,February 1993,Feb 1993
28-Feb-93,1993,2,February,February 1993,Feb 1993
1-Mar-93,1993,3,March,March 1993,Mar 1993
2-Mar-93,1993,3,March,March 1993,Mar 1993
3-Mar-93,1993,3,March,March 1993,Mar 1993
4-Mar-93,1993,3,March,March 1993,Mar 1993
5-Mar-93,1993,3,March,March 1993,Mar 1993
6-Mar-93,1993,3,March,March 1993,Mar 1993
7-Mar-93,1993,3,March,March 1993,Mar 1993
8-Mar-93,1993,3,March,March 1993,Mar 1993
9-Mar-93,1993,3,March,March 1993,Mar 1993
10-Mar-93,1993,3,March,March 1993,Mar 1993
11-Mar-93,1993,3,March,March 1993,Mar 1993
12-Mar-93,1993,3,March,March 1993,Mar 1993
13-Mar-93,1993,3,March,March 1993,Mar 1993
14-Mar-93,1993,3,March,March 1993,Mar 1993
15-Mar-93,1993,3,March,March 1993,Mar 1993
16-Mar-93,1993,3,March,March 1993,Mar 1993
17-Mar-93,1993,3,March,March 1993,Mar 1993
18-Mar-93,1993,3,March,March 1993,Mar 1993
19-Mar-93,1993,3,March,March 1993,Mar 1993
20-Mar-93,1993,3,March,March 1993,Mar 1993
21-Mar-93,1993,3,March,March 1993,Mar 1993
22-Mar-93,1993,3,March,March 1993,Mar 1993
23-Mar-93,1993,3,March,March 1993,Mar 1993
24-Mar-93,1993,3,March,March 1993,Mar 1993
25-Mar-93,1993,3,March,March 1993,Mar 1993
26-Mar-93,1993,3,March,March 1993,Mar 1993
27-Mar-93,1993,3,March,March 1993,Mar 1993
28-Mar-93,1993,3,March,March 1993,Mar 1993
29-Mar-93,1993,3,March,March 1993,Mar 1993
30-Mar-93,1993,3,March,March 1993,Mar 1993
31-Mar-93,1993,3,March,March 1993,Mar 1993
1-Apr-93,1993,4,April,April 1993,Apr 1993
2-Apr-93,1993,4,April,April 1993,Apr 1993
3-Apr-93,1993,4,April,April 1993,Apr 1993
4-Apr-93,1993,4,April,April 1993,Apr 1993
5-Apr-93,1993,4,April,April 1993,Apr 1993
6-Apr-93,1993,4,April,April 1993,Apr 1993
7-Apr-93,1993,4,April,April 1993,Apr 1993
8-Apr-93,1993,4,April,April 1993,Apr 1993
9-Apr-93,1993,4,April,April 1993,Apr 1993
10-Apr-93,1993,4,April,April 1993,Apr 1993
11-Apr-93,1993,4,April,April 1993,Apr 1993
12-Apr-93,1993,4,April,April 1993,Apr 1993
13-Apr-93,1993,4,April,April 1993,Apr 1993
14-Apr-93,1993,4,April,April 1993,Apr 1993
15-Apr-93,1993,4,April,April 1993,Apr 1993
16-Apr-93,1993,4,April,April 1993,Apr 1993
17-Apr-93,1993,4,April,April 1993,Apr 1993
18-Apr-93,1993,4,April,April 1993,Apr 1993
19-Apr-93,1993,4,April,April 1993,Apr 1993
20-Apr-93,1993,4,April,April 1993,Apr 1993
21-Apr-93,1993,4,April,April 1993,Apr 1993
22-Apr-93,1993,4,April,April 1993,Apr 1993
23-Apr-93,1993,4,April,April 1993,Apr 1993
24-Apr-93,1993,4,April,April 1993,Apr 1993
25-Apr-93,1993,4,April,April 1993,Apr 1993
26-Apr-93,1993,4,April,April 1993,Apr 1993
27-Apr-93,1993,4,April,April 1993,Apr 1993
28-Apr-93,1993,4,April,April 1993,Apr 1993
29-Apr-93,1993,4,April,April 1993,Apr 1993
30-Apr-93,1993,4,April,April 1993,Apr 1993
1-May-93,1993,5,May,May 1993,May 1993
2-May-93,1993,5,May,May 1993,May 1993
3-May-93,1993,5,May,May 1993,May 1993
4-May-93,1993,5,May,May 1993,May 1993
5-May-93,1993,5,May,May 1993,May 1993
6-May-93,1993,5,May,May 1993,May 1993
7-May-93,1993,5,May,May 1993,May 1993
8-May-93,1993,5,May,May 1993,May 1993
9-May-93,1993,5,May,May 1993,May 1993
10-May-93,1993,5,May,May 1993,May 1993
11-May-93,1993,5,May,May 1993,May 1993
12-May-93,1993,5,May,May 1993,May 1993
13-May-93,1993,5,May,May 1993,May 1993
14-May-93,1993,5,May,May 1993,May 1993
15-May-93,1993,5,May,May 1993,May 1993
16-May-93,1993,5,May,May 1993,May 1993
17-May-93,1993,5,May,May 1993,May 1993
18-May-93,1993,5,May,May 1993,May 1993
19-May-93,1993,5,May,May 1993,May 1993
20-May-93,1993,5,May,May 1993,May 1993
21-May-93,1993,5,May,May 1993,May 1993
22-May-93,1993,5,May,May 1993,May 1993
23-May-93,1993,5,May,May 1993,May 1993
24-May-93,1993,5,May,May 1993,May 1993
25-May-93,1993,5,May,May 1993,May 1993
26-May-93,1993,5,May,May 1993,May 1993
27-May-93,1993,5,May,May 1993,May 1993
28-May-93,1993,5,May,May 1993,May 1993
29-May-93,1993,5,May,May 1993,May 1993
30-May-93,1993,5,May,May 1993,May 1993
31-May-93,1993,5,May,May 1993,May 1993
1-Jun-93,1993,6,June,June 1993,Jun 1993
2-Jun-93,1993,6,June,June 1993,Jun 1993
3-Jun-93,1993,6,June,June 1993,Jun 1993
4-Jun-93,1993,6,June,June 1993,Jun 1993
5-Jun-93,1993,6,June,June 1993,Jun 1993
6-Jun-93,1993,6,June,June 1993,Jun 1993
7-Jun-93,1993,6,June,June 1993,Jun 1993
8-Jun-93,1993,6,June,June 1993,Jun 1993
9-Jun-93,1993,6,June,June 1993,Jun 1993
10-Jun-93,1993,6,June,June 1993,Jun 1993
11-Jun-93,1993,6,June,June 1993,Jun 1993
12-Jun-93,1993,6,June,June 1993,Jun 1993
13-Jun-93,1993,6,June,June 1993,Jun 1993
14-Jun-93,1993,6,June,June 1993,Jun 1993
15-Jun-93,1993,6,June,June 1993,Jun 1993
16-Jun-93,1993,6,June,June 1993,Jun 1993
17-Jun-93,1993,6,June,June 1993,Jun 1993
18-Jun-93,1993,6,June,June 1993,Jun 1993
19-Jun-93,1993,6,June,June 1993,Jun 1993
20-Jun-93,1993,6,June,June 1993,Jun 1993
21-Jun-93,1993,6,June,June 1993,Jun 1993
22-Jun-93,1993,6,June,June 1993,Jun 1993
23-Jun-93,1993,6,June,June 1993,Jun 1993
24-Jun-93,1993,6,June,June 1993,Jun 1993
25-Jun-93,1993,6,June,June 1993,Jun 1993
26-Jun-93,1993,6,June,June 1993,Jun 1993
27-Jun-93,1993,6,June,June 1993,Jun 1993
28-Jun-93,1993,6,June,June 1993,Jun 1993
29-Jun-93,1993,6,June,June 1993,Jun 1993
30-Jun-93,1993,6,June,June 1993,Jun 1993
1-Jul-93,1993,7,July,July 1993,Jul 1993
2-Jul-93,1993,7,July,July 1993,Jul 1993
3-Jul-93,1993,7,July,July 1993,Jul 1993
4-Jul-93,1993,7,July,July 1993,Jul 1993
5-Jul-93,1993,7,July,July 1993,Jul 1993
6-Jul-93,1993,7,July,July 1993,Jul 1993
7-Jul-93,1993,7,July,July 1993,Jul 1993
8-Jul-93,1993,7,July,July 1993,Jul 1993
9-Jul-93,1993,7,July,July 1993,Jul 1993
10-Jul-93,1993,7,July,July 1993,Jul 1993
11-Jul-93,1993,7,July,July 1993,Jul 1993
12-Jul-93,1993,7,July,July 1993,Jul 1993
13-Jul-93,1993,7,July,July 1993,Jul 1993
14-Jul-93,1993,7,July,July 1993,Jul 1993
15-Jul-93,1993,7,July,July 1993,Jul 1993
16-Jul-93,1993,7,July,July 1993,Jul 1993
17-Jul-93,1993,7,July,July 1993,Jul 1993
18-Jul-93,1993,7,July,July 1993,Jul 1993
19-Jul-93,1993,7,July,July 1993,Jul 1993
20-Jul-93,1993,7,July,July 1993,Jul 1993
21-Jul-93,1993,7,July,July 1993,Jul 1993
22-Jul-93,1993,7,July,July 1993,Jul 1993
23-Jul-93,1993,7,July,July 1993,Jul 1993
24-Jul-93,1993,7,July,July 1993,Jul 1993
25-Jul-93,1993,7,July,July 1993,Jul 1993
26-Jul-93,1993,7,July,July 1993,Jul 1993
27-Jul-93,1993,7,July,July 1993,Jul 1993
28-Jul-93,1993,7,July,July 1993,Jul 1993
29-Jul-93,1993,7,July,July 1993,Jul 1993
30-Jul-93,1993,7,July,July 1993,Jul 1993
31-Jul-93,1993,7,July,July 1993,Jul 1993
1-Aug-93,1993,8,August,August 1993,Aug 1993
2-Aug-93,1993,8,August,August 1993,Aug 1993
3-Aug-93,1993,8,August,August 1993,Aug 1993
4-Aug-93,1993,8,August,August 1993,Aug 1993
5-Aug-93,1993,8,August,August 1993,Aug 1993
6-Aug-93,1993,8,August,August 1993,Aug 1993
7-Aug-93,1993,8,August,August 1993,Aug 1993
8-Aug-93,1993,8,August,August 1993,Aug 1993
9-Aug-93,1993,8,August,August 1993,Aug 1993
10-Aug-93,1993,8,August,August 1993,Aug 1993
11-Aug-93,1993,8,August,August 1993,Aug 1993
12-Aug-93,1993,8,August,August 1993,Aug 1993
13-Aug-93,1993,8,August,August 1993,Aug 1993
14-Aug-93,1993,8,August,August 1993,Aug 1993
15-Aug-93,1993,8,August,August 1993,Aug 1993
16-Aug-93,1993,8,August,August 1993,Aug 1993
17-Aug-93,1993,8,August,August 1993,Aug 1993
18-Aug-93,1993,8,August,August 1993,Aug 1993
19-Aug-93,1993,8,August,August 1993,Aug 1993
20-Aug-93,1993,8,August,August 1993,Aug 1993
21-Aug-93,1993,8,August,August 1993,Aug 1993
22-Aug-93,1993,8,August,August 1993,Aug 1993
23-Aug-93,1993,8,August,August 1993,Aug 1993
24-Aug-93,1993,8,August,August 1993,Aug 1993
25-Aug-93,1993,8,August,August 1993,Aug 1993
26-Aug-93,1993,8,August,August 1993,Aug 1993
27-Aug-93,1993,8,August,August 1993,Aug 1993
28-Aug-93,1993,8,August,August 1993,Aug 1993
29-Aug-93,1993,8,August,August 1993,Aug 1993
30-Aug-93,1993,8,August,August 1993,Aug 1993
31-Aug-93,1993,8,August,August 1993,Aug 1993
1-Sep-93,1993,9,September,September 1993,Sep 1993
2-Sep-93,1993,9,September,September 1993,Sep 1993
3-Sep-93,1993,9,September,September 1993,Sep 1993
4-Sep-93,1993,9,September,September 1993,Sep 1993
5-Sep-93,1993,9,September,September 1993,Sep 1993
6-Sep-93,1993,9,September,September 1993,Sep 1993
7-Sep-93,1993,9,September,September 1993,Sep 1993
8-Sep-93,1993,9,September,September 1993,Sep 1993
9-Sep-93,1993,9,September,September 1993,Sep 1993
10-Sep-93,1993,9,September,September 1993,Sep 1993
11-Sep-93,1993,9,September,September 1993,Sep 1993
12-Sep-93,1993,9,September,September 1993,Sep 1993
13-Sep-93,1993,9,September,September 1993,Sep 1993
14-Sep-93,1993,9,September,September 1993,Sep 1993
15-Sep-93,1993,9,September,September 1993,Sep 1993
16-Sep-93,1993,9,September,September 1993,Sep 1993
17-Sep-93,1993,9,September,September 1993,Sep 1993
18-Sep-93,1993,9,September,September 1993,Sep 1993
19-Sep-93,1993,9,September,September 1993,Sep 1993
20-Sep-93,1993,9,September,September 1993,Sep 1993
21-Sep-93,1993,9,September,September 1993,Sep 1993
22-Sep-93,1993,9,September,September 1993,Sep 1993
23-Sep-93,1993,9,September,September 1993,Sep 1993
24-Sep-93,1993,9,September,September 1993,Sep 1993
25-Sep-93,1993,9,September,September 1993,Sep 1993
26-Sep-93,1993,9,September,September 1993,Sep 1993
27-Sep-93,1993,9,September,September 1993,Sep 1993
28-Sep-93,1993,9,September,September 1993,Sep 1993
29-Sep-93,1993,9,September,September 1993,Sep 1993
30-Sep-93,1993,9,September,September 1993,Sep 1993
1-Oct-93,1993,10,October,October 1993,Oct 1993
2-Oct-93,1993,10,October,October 1993,Oct 1993
3-Oct-93,1993,10,October,October 1993,Oct 1993
4-Oct-93,1993,10,October,October 1993,Oct 1993
5-Oct-93,1993,10,October,October 1993,Oct 1993
6-Oct-93,1993,10,October,October 1993,Oct 1993
7-Oct-93,1993,10,October,October 1993,Oct 1993
8-Oct-93,1993,10,October,October 1993,Oct 1993
9-Oct-93,1993,10,October,October 1993,Oct 1993
10-Oct-93,1993,10,October,October 1993,Oct 1993
11-Oct-93,1993,10,October,October 1993,Oct 1993
12-Oct-93,1993,10,October,October 1993,Oct 1993
13-Oct-93,1993,10,October,October 1993,Oct 1993
14-Oct-93,1993,10,October,October 1993,Oct 1993
15-Oct-93,1993,10,October,October 1993,Oct 1993
16-Oct-93,1993,10,October,October 1993,Oct 1993
17-Oct-93,1993,10,October,October 1993,Oct 1993
18-Oct-93,1993,10,October,October 1993,Oct 1993
19-Oct-93,1993,10,October,October 1993,Oct 1993
20-Oct-93,1993,10,October,October 1993,Oct 1993
21-Oct-93,1993,10,October,October 1993,Oct 1993
22-Oct-93,1993,10,October,October 1993,Oct 1993
23-Oct-93,1993,10,October,October 1993,Oct 1993
24-Oct-93,1993,10,October,October 1993,Oct 1993
25-Oct-93,1993,10,October,October 1993,Oct 1993
26-Oct-93,1993,10,October,October 1993,Oct 1993
27-Oct-93,1993,10,October,October 1993,Oct 1993
28-Oct-93,1993,10,October,October 1993,Oct 1993
29-Oct-93,1993,10,October,October 1993,Oct 1993
30-Oct-93,1993,10,October,October 1993,Oct 1993
31-Oct-93,1993,10,October,October 1993,Oct 1993
1-Nov-93,1993,11,November,November 1993,Nov 1993
2-Nov-93,1993,11,November,November 1993,Nov 1993
3-Nov-93,1993,11,November,November 1993,Nov 1993
4-Nov-93,1993,11,November,November 1993,Nov 1993
5-Nov-93,1993,11,November,November 1993,Nov 1993
6-Nov-93,1993,11,November,November 1993,Nov 1993
7-Nov-93,1993,11,November,November 1993,Nov 1993
8-Nov-93,1993,11,November,November 1993,Nov 1993
9-Nov-93,1993,11,November,November 1993,Nov 1993
10-Nov-93,1993,11,November,November 1993,Nov 1993
11-Nov-93,1993,11,November,November 1993,Nov 1993
12-Nov-93,1993,11,November,November 1993,Nov 1993
13-Nov-93,1993,11,November,November 1993,Nov 1993
14-Nov-93,1993,11,November,November 1993,Nov 1993
15-Nov-93,1993,11,November,November 1993,Nov 1993
16-Nov-93,1993,11,November,November 1993,Nov 1993
17-Nov-93,1993,11,November,November 1993,Nov 1993
18-Nov-93,1993,11,November,November 1993,Nov 1993
19-Nov-93,1993,11,November,November 1993,Nov 1993
20-Nov-93,1993,11,November,November 1993,Nov 1993
21-Nov-93,1993,11,November,November 1993,Nov 1993
22-Nov-93,1993,11,November,November 1993,Nov 1993
23-Nov-93,1993,11,November,November 1993,Nov 1993
24-Nov-93,1993,11,November,November 1993,Nov 1993
25-Nov-93,1993,11,November,November 1993,Nov 1993
26-Nov-93,1993,11,November,November 1993,Nov 1993
27-Nov-93,1993,11,November,November 1993,Nov 1993
28-Nov-93,1993,11,November,November 1993,Nov 1993
29-Nov-93,1993,11,November,November 1993,Nov 1993
30-Nov-93,1993,11,November,November 1993,Nov 1993
1-Dec-93,1993,12,December,December 1993,Dec 1993
2-Dec-93,1993,12,December,December 1993,Dec 1993
3-Dec-93,1993,12,December,December 1993,Dec 1993
4-Dec-93,1993,12,December,December 1993,Dec 1993
5-Dec-93,1993,12,December,December 1993,Dec 1993
6-Dec-93,1993,12,December,December 1993,Dec 1993
7-Dec-93,1993,12,December,December 1993,Dec 1993
8-Dec-93,1993,12,December,December 1993,Dec 1993
9-Dec-93,1993,12,December,December 1993,Dec 1993
10-Dec-93,1993,12,December,December 1993,Dec 1993
11-Dec-93,1993,12,December,December 1993,Dec 1993
12-Dec-93,1993,12,December,December 1993,Dec 1993
13-Dec-93,1993,12,December,December 1993,Dec 1993
14-Dec-93,1993,12,December,December 1993,Dec 1993
15-Dec-93,1993,12,December,December 1993,Dec 1993
16-Dec-93,1993,12,December,December 1993,Dec 1993
17-Dec-93,1993,12,December,December 1993,Dec 1993
18-Dec-93,1993,12,December,December 1993,Dec 1993
19-Dec-93,1993,12,December,December 1993,Dec 1993
20-Dec-93,1993,12,December,December 1993,Dec 1993
21-Dec-93,1993,12,December,December 1993,Dec 1993
22-Dec-93,1993,12,December,December 1993,Dec 1993
23-Dec-93,1993,12,December,December 1993,Dec 1993
24-Dec-93,1993,12,December,December 1993,Dec 1993
25-Dec-93,1993,12,December,December 1993,Dec 1993
26-Dec-93,1993,12,December,December 1993,Dec 1993
27-Dec-93,1993,12,December,December 1993,Dec 1993
28-Dec-93,1993,12,December,December 1993,Dec 1993
29-Dec-93,1993,12,December,December 1993,Dec 1993
30-Dec-93,1993,12,December,December 1993,Dec 1993
31-Dec-93,1993,12,December,December 1993,Dec 1993
1-Jan-94,1994,1,January,January 1994,Jan 1994
2-Jan-94,1994,1,January,January 1994,Jan 1994
3-Jan-94,1994,1,January,January 1994,Jan 1994
4-Jan-94,1994,1,January,January 1994,Jan 1994
5-Jan-94,1994,1,January,January 1994,Jan 1994
6-Jan-94,1994,1,January,January 1994,Jan 1994
7-Jan-94,1994,1,January,January 1994,Jan 1994
8-Jan-94,1994,1,January,January 1994,Jan 1994
9-Jan-94,1994,1,January,January 1994,Jan 1994
10-Jan-94,1994,1,January,January 1994,Jan 1994
11-Jan-94,1994,1,January,January 1994,Jan 1994
12-Jan-94,1994,1,January,January 1994,Jan 1994
13-Jan-94,1994,1,January,January 1994,Jan 1994
14-Jan-94,1994,1,January,January 1994,Jan 1994
15-Jan-94,1994,1,January,January 1994,Jan 1994
16-Jan-94,1994,1,January,January 1994,Jan 1994
17-Jan-94,1994,1,January,January 1994,Jan 1994
18-Jan-94,1994,1,January,January 1994,Jan 1994
19-Jan-94,1994,1,January,January 1994,Jan 1994
20-Jan-94,1994,1,January,January 1994,Jan 1994
21-Jan-94,1994,1,January,January 1994,Jan 1994
22-Jan-94,1994,1,January,January 1994,Jan 1994
23-Jan-94,1994,1,January,January 1994,Jan 1994
24-Jan-94,1994,1,January,January 1994,Jan 1994
25-Jan-94,1994,1,January,January 1994,Jan 1994
26-Jan-94,1994,1,January,January 1994,Jan 1994
27-Jan-94,1994,1,January,January 1994,Jan 1994
28-Jan-94,1994,1,January,January 1994,Jan 1994
29-Jan-94,1994,1,January,January 1994,Jan 1994
30-Jan-94,1994,1,January,January 1994,Jan 1994
31-Jan-94,1994,1,January,January 1994,Jan 1994
1-Feb-94,1994,2,February,February 1994,Feb 1994
2-Feb-94,1994,2,February,February 1994,Feb 1994
3-Feb-94,1994,2,February,February 1994,Feb 1994
4-Feb-94,1994,2,February,February 1994,Feb 1994
5-Feb-94,1994,2,February,February 1994,Feb 1994
6-Feb-94,1994,2,February,February 1994,Feb 1994
7-Feb-94,1994,2,February,February 1994,Feb 1994
8-Feb-94,1994,2,February,February 1994,Feb 1994
9-Feb-94,1994,2,February,February 1994,Feb 1994
10-Feb-94,1994,2,February,February 1994,Feb 1994
11-Feb-94,1994,2,February,February 1994,Feb 1994
12-Feb-94,1994,2,February,February 1994,Feb 1994
13-Feb-94,1994,2,February,February 1994,Feb 1994
14-Feb-94,1994,2,February,February 1994,Feb 1994
15-Feb-94,1994,2,February,February 1994,Feb 1994
16-Feb-94,1994,2,February,February 1994,Feb 1994
17-Feb-94,1994,2,February,February 1994,Feb 1994
18-Feb-94,1994,2,February,February 1994,Feb 1994
19-Feb-94,1994,2,February,February 1994,Feb 1994
20-Feb-94,1994,2,February,February 1994,Feb 1994
21-Feb-94,1994,2,February,February 1994,Feb 1994
22-Feb-94,1994,2,February,February 1994,Feb 1994
23-Feb-94,1994,2,February,February 1994,Feb 1994
24-Feb-94,1994,2,February,February 1994,Feb 1994
25-Feb-94,1994,2,February,February 1994,Feb 1994
26-Feb-94,1994,2,February,February 1994,Feb 1994
27-Feb-94,1994,2,February,February 1994,Feb 1994
28-Feb-94,1994,2,February,February 1994,Feb 1994
1-Mar-94,1994,3,March,March 1994,Mar 1994
2-Mar-94,1994,3,March,March 1994,Mar 1994
3-Mar-94,1994,3,March,March 1994,Mar 1994
4-Mar-94,1994,3,March,March 1994,Mar 1994
5-Mar-94,1994,3,March,March 1994,Mar 1994
6-Mar-94,1994,3,March,March 1994,Mar 1994
7-Mar-94,1994,3,March,March 1994,Mar 1994
8-Mar-94,1994,3,March,March 1994,Mar 1994
9-Mar-94,1994,3,March,March 1994,Mar 1994
10-Mar-94,1994,3,March,March 1994,Mar 1994
11-Mar-94,1994,3,March,March 1994,Mar 1994
12-Mar-94,1994,3,March,March 1994,Mar 1994
13-Mar-94,1994,3,March,March 1994,Mar 1994
14-Mar-94,1994,3,March,March 1994,Mar 1994
15-Mar-94,1994,3,March,March 1994,Mar 1994
16-Mar-94,1994,3,March,March 1994,Mar 1994
17-Mar-94,1994,3,March,March 1994,Mar 1994
18-Mar-94,1994,3,March,March 1994,Mar 1994
19-Mar-94,1994,3,March,March 1994,Mar 1994
20-Mar-94,1994,3,March,March 1994,Mar 1994
21-Mar-94,1994,3,March,March 1994,Mar 1994
22-Mar-94,1994,3,March,March 1994,Mar 1994
23-Mar-94,1994,3,March,March 1994,Mar 1994
24-Mar-94,1994,3,March,March 1994,Mar 1994
25-Mar-94,1994,3,March,March 1994,Mar 1994
26-Mar-94,1994,3,March,March 1994,Mar 1994
27-Mar-94,1994,3,March,March 1994,Mar 1994
28-Mar-94,1994,3,March,March 1994,Mar 1994
29-Mar-94,1994,3,March,March 1994,Mar 1994
30-Mar-94,1994,3,March,March 1994,Mar 1994
31-Mar-94,1994,3,March,March 1994,Mar 1994
1-Apr-94,1994,4,April,April 1994,Apr 1994
2-Apr-94,1994,4,April,April 1994,Apr 1994
3-Apr-94,1994,4,April,April 1994,Apr 1994
4-Apr-94,1994,4,April,April 1994,Apr 1994
5-Apr-94,1994,4,April,April 1994,Apr 1994
6-Apr-94,1994,4,April,April 1994,Apr 1994
7-Apr-94,1994,4,April,April 1994,Apr 1994
8-Apr-94,1994,4,April,April 1994,Apr 1994
9-Apr-94,1994,4,April,April 1994,Apr 1994
10-Apr-94,1994,4,April,April 1994,Apr 1994
11-Apr-94,1994,4,April,April 1994,Apr 1994
12-Apr-94,1994,4,April,April 1994,Apr 1994
13-Apr-94,1994,4,April,April 1994,Apr 1994
14-Apr-94,1994,4,April,April 1994,Apr 1994
15-Apr-94,1994,4,April,April 1994,Apr 1994
16-Apr-94,1994,4,April,April 1994,Apr 1994
17-Apr-94,1994,4,April,April 1994,Apr 1994
18-Apr-94,1994,4,April,April 1994,Apr 1994
19-Apr-94,1994,4,April,April 1994,Apr 1994
20-Apr-94,1994,4,April,April 1994,Apr 1994
21-Apr-94,1994,4,April,April 1994,Apr 1994
22-Apr-94,1994,4,April,April 1994,Apr 1994
23-Apr-94,1994,4,April,April 1994,Apr 1994
24-Apr-94,1994,4,April,April 1994,Apr 1994
25-Apr-94,1994,4,April,April 1994,Apr 1994
26-Apr-94,1994,4,April,April 1994,Apr 1994
27-Apr-94,1994,4,April,April 1994,Apr 1994
28-Apr-94,1994,4,April,April 1994,Apr 1994
29-Apr-94,1994,4,April,April 1994,Apr 1994
30-Apr-94,1994,4,April,April 1994,Apr 1994
1-May-94,1994,5,May,May 1994,May 1994
2-May-94,1994,5,May,May 1994,May 1994
3-May-94,1994,5,May,May 1994,May 1994
4-May-94,1994,5,May,May 1994,May 1994
5-May-94,1994,5,May,May 1994,May 1994
6-May-94,1994,5,May,May 1994,May 1994
7-May-94,1994,5,May,May 1994,May 1994
8-May-94,1994,5,May,May 1994,May 1994
9-May-94,1994,5,May,May 1994,May 1994
10-May-94,1994,5,May,May 1994,May 1994
11-May-94,1994,5,May,May 1994,May 1994
12-May-94,1994,5,May,May 1994,May 1994
13-May-94,1994,5,May,May 1994,May 1994
14-May-94,1994,5,May,May 1994,May 1994
15-May-94,1994,5,May,May 1994,May 1994
16-May-94,1994,5,May,May 1994,May 1994
17-May-94,1994,5,May,May 1994,May 1994
18-May-94,1994,5,May,May 1994,May 1994
19-May-94,1994,5,May,May 1994,May 1994
20-May-94,1994,5,May,May 1994,May 1994
21-May-94,1994,5,May,May 1994,May 1994
22-May-94,1994,5,May,May 1994,May 1994
23-May-94,1994,5,May,May 1994,May 1994
24-May-94,1994,5,May,May 1994,May 1994
25-May-94,1994,5,May,May 1994,May 1994
26-May-94,1994,5,May,May 1994,May 1994
27-May-94,1994,5,May,May 1994,May 1994
28-May-94,1994,5,May,May 1994,May 1994
29-May-94,1994,5,May,May 1994,May 1994
30-May-94,1994,5,May,May 1994,May 1994
31-May-94,1994,5,May,May 1994,May 1994
1-Jun-94,1994,6,June,June 1994,Jun 1994
2-Jun-94,1994,6,June,June 1994,Jun 1994
3-Jun-94,1994,6,June,June 1994,Jun 1994
4-Jun-94,1994,6,June,June 1994,Jun 1994
5-Jun-94,1994,6,June,June 1994,Jun 1994
